Año,Trimestre,Provincia,Accesos por cada 100 hogares
2019,2,La Pampa,77.083137502884
2019,2,La Rioja,48.7049391442432
2019,2,Mendoza,40.7546242353627
2019,2,Misiones,39.1461255416994
2019,2,Neuquen,63.0809643276744
2019,2,Rio Negro,61.0942074999118
2019,2,Salta,41.8931983203698
2019,2,San Juan,35.5997173374818
2019,2,San Luis,81.789994425864
2019,2,Santa Cruz,28.8460630553221
2019,2,Santa Fe,67.4229199332195
2019,2,Santiago Del Estero,52.789971263171
2019,2,Tierra Del Fuego,94.7980342802349
2019,2,Tucuman,40.1360462142088
2019,3,Buenos Aires,69.3563010607913
2019,3,Capital Federal,112.645387803721
2019,3,Catamarca,30.8836145267372
2019,3,Chaco,35.8460309754608
2019,3,Chubut,47.5662416229331
2019,3,Cordoba,68.5923490106902
2019,3,Corrientes,38.4853511358672
2019,3,Entre Rios,57.9000994579662
2019,3,Formosa,30.1124329977775
2019,3,Jujuy,44.3224868429136
2019,3,La Pampa,77.4526942329175
2019,3,La Rioja,47.9429051217464
2019,3,Mendoza,40.7371425873534
2019,3,Misiones,39.3329298674438
2019,3,Neuquen,64.1388726949158
2019,3,Rio Negro,63.4247008870096
2019,3,Salta,44.4761779222872
2019,3,San Juan,37.0623130355423
2019,3,San Luis,85.2260887684934
2019,3,Santa Cruz,35.6281609788596
2019,3,Santa Fe,68.8717805759303
2019,3,Santiago Del Estero,55.3039114685454
2019,3,Tierra Del Fuego,96.4621096309238
2019,3,Tucuman,39.4876002040168
2019,4,Buenos Aires,64.2520528824542
2019,4,Capital Federal,106.245467510411
2019,4,Catamarca,36.4384291271555
2019,4,Chaco,36.8354786303424
2019,4,Chubut,51.1450178551471
2019,4,Cordoba,70.4829556624422
2019,4,Corrientes,38.7674409892621
2019,4,Entre Rios,57.9922169170451
2019,4,Formosa,30.471313480544
2019,4,Jujuy,45.3775463317507
2019,4,La Pampa,76.9241896917042
2019,4,La Rioja,47.1358901105243
2019,4,Mendoza,33.6490307202718
2019,4,Misiones,39.7892368404862
2019,4,Neuquen,59.3559009282245
2019,4,Rio Negro,55.7050096828749
2019,4,Salta,50.3546389223882
2019,4,San Juan,32.8549757281553
2019,4,San Luis,74.9200260348146
2019,4,Santa Cruz,36.7113630853583
2019,4,Santa Fe,69.4823572559686
2019,4,Santiago Del Estero,42.9207738235818
2019,4,Tierra Del Fuego,79.6953613637709
2019,4,Tucuman,47.6490201252129
2020,1,Buenos Aires,64.3256310174343
2020,1,Capital Federal,105.980174141819
2020,1,Catamarca,37.6154276874603
2020,1,Chaco,37.4838333691726
2020,1,Chubut,51.268489419097
2020,1,Cordoba,70.6880744339108
2020,1,Corrientes,38.7290799422309
2020,1,Entre Rios,56.1200605143722
2020,1,Formosa,30.2283039626068
2020,1,Jujuy,46.6702306399878
2020,1,La Pampa,75.766787812914
2020,1,La Rioja,46.346631384167
2020,1,Mendoza,33.1420767001727
2020,1,Misiones,39.018347551712
2020,1,Neuquen,61.8474936235507
2020,1,Rio Negro,55.1156686596236
2020,1,Salta,49.5956802701287
2020,1,San Juan,32.3922921363047
2020,1,San Luis,76.3085418464193
2020,1,Santa Cruz,35.9742762889655
2020,1,Santa Fe,69.5235794025313
2020,1,Santiago Del Estero,42.4663591879918
2020,1,Tierra Del Fuego,76.0696497901879
2020,1,Tucuman,47.8479232585003
2020,2,Buenos Aires,65.2205801358229
2020,2,Capital Federal,106.414805990736
2020,2,Catamarca,45.4318181818182
2020,2,Chaco,39.8325027900658
2020,2,Chubut,57.3446133872355
2020,2,Cordoba,72.7135853124239
2020,2,Corrientes,40.3047626797957
2020,2,Entre Rios,56.5386547397096
2020,2,Formosa,31.1394362262631
2020,2,Jujuy,47.8878102278728
2020,2,La Pampa,76.1015828898756
2020,2,La Rioja,49.8399350183955
2020,2,Mendoza,36.2522434211
2020,2,Misiones,40.8877960096961
2020,2,Neuquen,63.8984690337643
2020,2,Rio Negro,56.369335248792
2020,2,Salta,51.5815833534036
2020,2,San Juan,35.0948577636503
2020,2,San Luis,78.4096773527651
2020,2,Santa Cruz,35.792623969796
2020,2,Santa Fe,70.002168637187
2020,2,Santiago Del Estero,43.4671668246836
2020,2,Tierra Del Fuego,76.3694826074247
2020,2,Tucuman,51.7807409103048
2020,3,Buenos Aires,67.6561898309092
2020,3,Capital Federal,107.675901165732
2020,3,Catamarca,47.157098984172
2020,3,Chaco,41.5419205780652
2020,3,Chubut,68.3438981572004
2020,3,Cordoba,75.2203572366921
2020,3,Corrientes,41.7507494704644
2020,3,Entre Rios,58.1901640924315
2020,3,Formosa,31.9056233101865
