Año,Trimestre,Provincia,Mbps (Media de bajada)
2020,2,Misiones,22.5601226175832
2020,2,Neuquen,29.1001476238785
2020,2,Rio Negro,19.6795960472832
2020,2,Salta,22.5585361879566
2020,2,San Juan,6.30861496319647
2020,2,San Luis,21.0206269368907
2020,2,Santa Cruz,6.59320241817803
2020,2,Santa Fe,23.9257916089841
2020,2,Santiago Del Estero,10.411619106122
2020,2,Tierra Del Fuego,8.12832939545727
2020,2,Tucuman,32.704534437188
2020,3,Buenos Aires,48.3766239081151
2020,3,Capital Federal,63.8085202560717
2020,3,Catamarca,36.5404366073298
2020,3,Chaco,30.8027269485642
2020,3,Chubut,7.40207444184479
2020,3,Cordoba,33.5111949741979
2020,3,Corrientes,23.851523971243
2020,3,Entre Rios,22.4325986462062
2020,3,Formosa,18.2828320694304
2020,3,Jujuy,21.91041968687
2020,3,La Pampa,10.6976309054021
2020,3,La Rioja,12.1947037670582
2020,3,Mendoza,10.1874910345956
2020,3,Misiones,24.1417618725215
2020,3,Neuquen,31.4609040270338
2020,3,Rio Negro,21.0777787032588
2020,3,Salta,25.2611559240277
2020,3,San Juan,6.02786479358268
2020,3,San Luis,20.8499281337887
2020,3,Santa Cruz,6.64936371202663
2020,3,Santa Fe,25.6909413412681
2020,3,Santiago Del Estero,10.8790172706597
2020,3,Tierra Del Fuego,8.50667605547561
2020,3,Tucuman,34.8358016986155
2020,4,Buenos Aires,50.0083808396358
2020,4,Capital Federal,67.3251367687937
2020,4,Catamarca,37.6500877273544
2020,4,Chaco,32.452046764181
2020,4,Chubut,7.38308762641474
2020,4,Cordoba,35.1206012418839
2020,4,Corrientes,25.4467008966306
2020,4,Entre Rios,24.0532782530605
2020,4,Formosa,19.6983490087788
2020,4,Jujuy,25.2063932841615
2020,4,La Pampa,9.87560517086093
2020,4,La Rioja,12.5346559805983
2020,4,Mendoza,11.0931713194572
2020,4,Misiones,24.9566177796804
2020,4,Neuquen,33.9078648667739
2020,4,Rio Negro,21.63671918985
2020,4,Salta,25.3224396507447
2020,4,San Juan,6.41286739795318
2020,4,San Luis,21.2529540821891
2020,4,Santa Cruz,7.49210862811905
2020,4,Santa Fe,27.2943524462156
2020,4,Santiago Del Estero,11.280765527512
2020,4,Tierra Del Fuego,8.48680694933787
2020,4,Tucuman,36.442246829153
2021,1,Buenos Aires,50.7856560850651
2021,1,Capital Federal,68.290268867969
2021,1,Catamarca,39.9665262396528
2021,1,Chaco,33.6262012999863
2021,1,Chubut,7.5315274091442
2021,1,Cordoba,36.1687993284376
2021,1,Corrientes,25.9851713597201
2021,1,Entre Rios,23.8713343731836
2021,1,Formosa,20.9803275069752
2021,1,Jujuy,26.777362312404
2021,1,La Pampa,10.7285119295318
2021,1,La Rioja,12.6975547321819
2021,1,Mendoza,12.5993612452542
2021,1,Misiones,25.0768261260814
2021,1,Neuquen,34.2385026475364
2021,1,Rio Negro,21.923906760831
2021,1,Salta,27.3188406940498
2021,1,San Juan,6.91008999538207
2021,1,San Luis,21.5943798047108
2021,1,Santa Cruz,7.50153184753176
2021,1,Santa Fe,28.1306300731529
2021,1,Santiago Del Estero,11.5841745164981
2021,1,Tierra Del Fuego,8.7347523962779
2021,1,Tucuman,37.9796195819083
2021,2,Buenos Aires,52.7554293700371
2021,2,Capital Federal,72.7467500323148
2021,2,Catamarca,42.1850637677911
2021,2,Chaco,37.3969095962221
2021,2,Chubut,7.67690621713348
2021,2,Cordoba,39.5901164899479
2021,2,Corrientes,30.3680548020057
2021,2,Entre Rios,27.6189730620356
2021,2,Formosa,23.9663045280676
2021,2,Jujuy,25.8124778568622
2021,2,La Pampa,12.2792237380482
2021,2,La Rioja,38.5348943830077
2021,2,Mendoza,13.465987205003
2021,2,Misiones,28.6822217353969
2021,2,Neuquen,36.1097214584669
2021,2,Rio Negro,23.7484466814427
2021,2,Salta,29.2393542207424
2021,2,San Juan,6.99316260162602
2021,2,San Luis,21.6618899896392
2021,2,Santa Cruz,7.6296670052024
2021,2,Santa Fe,30.7018831645519
2021,2,Santiago Del Estero,12.7187978386833
